"Part","Description","ClassID","Costing Method","Qty On Hand","Last Labor","Last Material","Last Burden","Last Subcontract","LastUnit","LastExtend","Avg. Labor","Avg. Material","Avg. Burden","Avg. Subcontract","AvgUnit","AvgExtend","Std. Labor","Std. Burden","Std. Material","Std. Subcontract","Std. Material Burden","STDUnit","StdExtended","Type"
"05-0024","Vienna Nasal Speculum, Medium","FIN","S",0.00,130.00000,0.00000,0.00000,0.00000,130.000,0.000,130.00000,0.00000,0.00000,0.00000,130.000,0.000,65.00000,0.00000,65.00000,0.00000,0.00000,130.00,0.00,"M"
"05-0026","Vienna Nasal Speculum, Small","FIN","S",0.00,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.000,0.000,65.00000,0.00000,65.00000,0.00000,0.00000,130.00,0.00,"M"
"05-0026","Vienna Nasal Speculum, Small","FIN","S",0.00,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.000,0.000,65.00000,0.00000,65.00000,0.00000,0.00000,130.00,0.00,"M"
"05-0050","Killian Nasal Speculum, 2"" blades","FIN","S",0.00,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.000,0.000,22.23000,51.09000,138.73000,0.00000,0.00000,212.05,0.00,"M"
"05-0050","Killian Nasal Speculum, 2"" blades","FIN","S",0.00,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.000,0.000,22.23000,51.09000,138.73000,0.00000,0.00000,212.05,0.00,"M"
"05-0051","Killian Nasal Speculum, 2-1/2"" blades","FIN","S",0.00,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.000,0.000,22.23000,50.96000,138.73000,0.00000,0.00000,211.92,0.00,"M"
"05-0051","Killian Nasal Speculum, 2-1/2"" blades","FIN","S",0.00,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.000,0.000,22.23000,50.96000,138.73000,0.00000,0.00000,211.92,0.00,"M"
"05-0052","  Killian Nasal Speculum, 3"" blades","FIN","S",0.00,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.000,0.000,67.00000,0.00000,67.00000,0.00000,0.00000,134.00,0.00,"M"
"05-0052","  Killian Nasal Speculum, 3"" blades","FIN","S",0.00,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.000,0.000,67.00000,0.00000,67.00000,0.00000,0.00000,134.00,0.00,"M"
"05-0054","Killian Nasal Speculum, 3-1/2"" blades","FIN","S",0.00,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.000,0.000,22.23000,51.09000,219.92000,0.00000,0.00000,293.24,0.00,"M"
"05-0054","Killian Nasal Speculum, 3-1/2"" blades","FIN","S",0.00,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.000,0.000,22.23000,51.09000,219.92000,0.00000,0.00000,293.24,0.00,"M"
"05-0054NL","Killian Nasal Speculum, 3-1/2"" blades, ACMI Fitting, No light","FIN","S",0.00,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00,0.00,"M"
"05-0054NL","Killian Nasal Speculum, 3-1/2"" blades, ACMI Fitting, No light","FIN","S",1.00,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00,0.00,"M"
"05-0055","Cottle Nasal Speculum, 30mm blades","FIN","S",0.00,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.000,0.000,68.00000,0.00000,68.00000,0.00000,0.00000,136.00,0.00,"M"
"05-0055","Cottle Nasal Speculum, 30mm blades","FIN","S",0.00,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.000,0.000,68.00000,0.00000,68.00000,0.00000,0.00000,136.00,0.00,"M"
"05-0056","Cottle Nasal Speculum, 45mm blades","FIN","S",0.00,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.000,0.000,68.00000,0.00000,68.00000,0.00000,0.00000,136.00,0.00,"M"
"05-0056","Cottle Nasal Speculum, 45mm blades","FIN","S",0.00,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.000,0.000,68.00000,0.00000,68.00000,0.00000,0.00000,136.00,0.00,"M"
"05-0057","Cottle Nasal Speculum, 70mm blades","FIN","S",0.00,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.000,0.000,68.00000,0.00000,68.00000,0.00000,0.00000,136.00,0.00,"M"
"05-0057","Cottle Nasal Speculum, 70mm blades","FIN","S",0.00,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.000,0.000,68.00000,0.00000,68.00000,0.00000,0.00000,136.00,0.00,"M"
"05-0058","Cottle Nasal Speculum, 80mm blades","FIN","S",0.00,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.000,0.000,68.00000,0.00000,68.00000,0.00000,0.00000,136.00,0.00,"M"
"05-0058","Cottle Nasal Speculum, 80mm blades","FIN","S",0.00,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.000,0.000,68.00000,0.00000,68.00000,0.00000,0.00000,136.00,0.00,"M"
"05-0066","Aufricht Nasal Retractor, Solid Blade","FIN","S",0.00,0.00000,162.45000,0.00000,0.00000,162.450,0.000,0.00000,162.45000,0.00000,0.00000,162.450,0.000,0.00000,0.00000,162.45000,0.00000,0.00000,162.45,0.00,"M"
"05-0066","Aufricht Nasal Retractor, Solid Blade","FIN","S",0.00,0.00000,162.45000,0.00000,0.00000,162.450,0.000,0.00000,162.45000,0.00000,0.00000,162.450,0.000,0.00000,0.00000,162.45000,0.00000,0.00000,162.45,0.00,"M"
"05-0068","Aufricht Nasal Retractor, Fenestrated Blade","FIN","S",0.00,62.00000,62.00000,0.00000,0.00000,124.000,0.000,62.00000,62.00000,0.00000,0.00000,124.000,0.000,62.00000,0.00000,62.00000,0.00000,0.00000,124.00,0.00,"M"
"05-0068","Aufricht Nasal Retractor, Fenestrated Blade","FIN","S",0.00,62.00000,62.00000,0.00000,0.00000,124.000,0.000,62.00000,62.00000,0.00000,0.00000,124.000,0.000,62.00000,0.00000,62.00000,0.00000,0.00000,124.00,0.00,"M"
"05-0072","Aston Nasal Retractor","FIN","S",0.00,109.71440,16.46110,100.09040,0.00000,226.266,0.000,109.71440,16.46110,100.09040,0.00000,226.266,0.000,109.71440,100.09040,16.46110,0.00000,0.00000,226.27,0.00,"M"
"05-0072","Aston Nasal Retractor","FIN","S",0.00,109.71440,16.46110,100.09040,0.00000,226.266,0.000,109.71440,16.46110,100.09040,0.00000,226.266,0.000,109.71440,100.09040,16.46110,0.00000,0.00000,226.27,0.00,"M"
"05-0074","Aston Submental Retractor","FIN","S",0.00,181.83000,16.82000,223.47000,0.00000,422.120,0.000,181.83000,16.82000,223.47000,0.00000,422.120,0.000,181.83000,223.47000,16.82000,0.00000,0.00000,422.12,0.00,"M"
"05-0076","Modified Submental Retractor, Flared tip","FIN","S",0.00,75.00000,75.00000,0.00000,0.00000,150.000,0.000,75.00000,75.00000,0.00000,0.00000,150.000,0.000,75.00000,0.00000,75.00000,0.00000,0.00000,150.00,0.00,"M"
"05-0076","Modified Submental Retractor, Flared tip","FIN","S",0.00,75.00000,75.00000,0.00000,0.00000,150.000,0.000,75.00000,75.00000,0.00000,0.00000,150.000,0.000,75.00000,0.00000,75.00000,0.00000,0.00000,150.00,0.00,"M"
"05-0082","Converse Nasal Blade, 1.5cm","FIN","S",0.00,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.000,0.000,49.00000,0.00000,49.00000,0.00000,0.00000,98.00,0.00,"M"
"05-0082","Converse Nasal Blade, 1.5cm","FIN","S",0.00,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.000,0.000,49.00000,0.00000,49.00000,0.00000,0.00000,98.00,0.00,"M"
"05-0084","Converse Nasal Blade, 2.5cm","FIN","S",0.00,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.000,0.000,49.00000,0.00000,49.00000,0.00000,0.00000,98.00,0.00,"M"
"05-0084","Converse Nasal Blade, 2.5cm","FIN","S",0.00,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.000,0.000,49.00000,0.00000,49.00000,0.00000,0.00000,98.00,0.00,"M"
"05-0086","Converse Nasal Blade, 4.0cm","FIN","S",0.00,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.000,0.000,49.00000,0.00000,49.00000,0.00000,0.00000,98.00,0.00,"M"
"05-0086","Converse Nasal Blade, 4.0cm","FIN","S",0.00,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.000,0.000,49.00000,0.00000,49.00000,0.00000,0.00000,98.00,0.00,"M"
"05-0088","Converse Nasal Blade, 5.0cm","FIN","S",0.00,98.00000,0.00000,0.00000,0.00000,98.000,0.000,98.00000,0.00000,0.00000,0.00000,98.000,0.000,49.00000,0.00000,49.00000,0.00000,0.00000,98.00,0.00,"M"
"05-0088","Converse Nasal Blade, 5.0cm","FIN","S",9.00,98.00000,0.00000,0.00000,0.00000,98.000,0.000,98.00000,0.00000,0.00000,0.00000,98.000,0.000,49.00000,0.00000,49.00000,0.00000,0.00000,98.00,882.00,"M"
"05-0088C","Complete set of 4 Converse Blades","FIN","S",0.00,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.000,0.000,166.00000,0.00000,166.00000,0.00000,0.00000,332.00,0.00,"M"
"05-0088C","Complete set of 4 Converse Blades","FIN","S",0.00,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.000,0.000,166.00000,0.00000,166.00000,0.00000,0.00000,332.00,0.00,"M"
"05-0090","Custom Extended Converse Blade","FIN","S",0.00,112.00000,0.00000,0.00000,0.00000,112.000,0.000,112.00000,0.00000,0.00000,0.00000,112.000,0.000,56.00000,0.00000,56.00000,0.00000,0.00000,112.00,0.00,"M"
"05-0090","Custom Extended Converse Blade","FIN","S",1.00,112.00000,0.00000,0.00000,0.00000,112.000,0.000,112.00000,0.00000,0.00000,0.00000,112.000,0.000,56.00000,0.00000,56.00000,0.00000,0.00000,112.00,112.00,"M"
"05-0100VT","ESI Venous Transilluminator with lighting system and floor stand","FIN","S",0.00,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.000,0.000,525.00000,0.00000,525.00000,0.00000,0.00000,1,050.00,0.00,"M"
"05-0100VT","ESI Venous Transilluminator with lighting system and floor stand","FIN","S",0.00,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.000,0.000,525.00000,0.00000,525.00000,0.00000,0.00000,1,050.00,0.00,"M"
"05-0102","Transilluminator, 1/4"" diameter   *Specify straight, 45 degree, 90 degree or 135 degree","FIN","S",0.00,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.000,0.000,48.00000,0.00000,48.00000,0.00000,0.00000,96.00,0.00,"M"
"05-0102","Transilluminator, 1/4"" diameter   *Specify straight, 45 degree, 90 degree or 135 degree","FIN","S",0.00,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.000,0.000,48.00000,0.00000,48.00000,0.00000,0.00000,96.00,0.00,"M"
"05-0112","Transilluminator, 1/8"" diameter  *Specify straight, 45 degree, 90 degree or 135 degree","FIN","S",0.00,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.000,0.000,40.00000,0.00000,40.00000,0.00000,0.00000,80.00,0.00,"M"
"05-0112","Transilluminator, 1/8"" diameter  *Specify straight, 45 degree, 90 degree or 135 degree","FIN","S",0.00,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.000,0.000,40.00000,0.00000,40.00000,0.00000,0.00000,80.00,0.00,"M"
"05-0600","Freer Elevator, Double Ended","FIN","S",0.00,62.00000,62.00000,0.00000,0.00000,124.000,0.000,62.00000,62.00000,0.00000,0.00000,124.000,0.000,62.00000,0.00000,62.00000,0.00000,0.00000,124.00,0.00,"M"
"05-0600","Freer Elevator, Double Ended","FIN","S",0.00,62.00000,62.00000,0.00000,0.00000,124.000,0.000,62.00000,62.00000,0.00000,0.00000,124.000,0.000,62.00000,0.00000,62.00000,0.00000,0.00000,124.00,0.00,"M"
"05-0610","ESI Lighted Suction Elevator, 3mm tip","FIN","S",0.00,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.000,0.000,82.00000,0.00000,82.00000,0.00000,0.00000,164.00,0.00,"M"
"05-0610","ESI Lighted Suction Elevator, 3mm tip","FIN","S",0.00,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.000,0.000,82.00000,0.00000,82.00000,0.00000,0.00000,164.00,0.00,"M"
"05-0612","ESI Lighted Suction Elevator, 6mm tip","FIN","S",0.00,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.000,0.000,82.00000,0.00000,82.00000,0.00000,0.00000,164.00,0.00,"M"
"05-0612","ESI Lighted Suction Elevator, 6mm tip","FIN","S",0.00,0.00000,0.00000,0.00000,0.00000,0.000,0.000,0.00000,0.00000,0.00000,0.00000,0.000,0.000,82.00000,0.00000,82.00000,0.00000,0.00000,164.00,0.00,"M"
"05-0640","Cottle Knife","FIN","S",0.00,48.00000,48.00000,0.00000,0.00000,96.000,0.000,48.00000,48.00000,0.00000,0.00000,96.000,0.000,48.00000,0.00000,48.00000,0.00000,0.00000,96.00,0.00,"M"
"05-0640","Cottle Knife","FIN","S",0.00,48.00000,48.00000,0.00000,0.00000,96.000,0.000,48.00000,48.00000,0.00000,0.00000,96.000,0.000,48.00000,0.00000,48.00000,0.00000,0.00000,96.00,0.00,"M"
"0550.25","AXLE,VERTICAL WHEEL, 500#","FIN","S",0.00,1.19400,0.00000,2.83800,0.00000,4.032,0.000,1.19400,0.00000,2.83800,0.00000,4.032,0.000,1.19400,2.83800,0.00000,0.00000,0.00000,4.03,0.00,"M"
"056541-ROUGH","CELL, ELE 1-2, 10X ALTAIR","FIDX","S",0.00,5.73220,0.59560,11.34690,0.00000,17.675,0.000,5.73220,0.59560,11.34690,0.00000,17.675,0.000,5.73220,11.34690,0.59560,0.00000,0.11910,17.79,0.00,"M"
"056541-ROUGH","CELL, ELE 1-2, 10X ALTAIR","FIDX","S",5.00,5.73220,0.59560,11.34690,0.00000,17.675,0.000,5.73220,0.59560,11.34690,0.00000,17.675,0.000,5.73220,11.34690,0.59560,0.00000,0.11910,17.79,88.97,"M"
"056542-ROUGH","CELL, ELE 3, 10X ALTAIR","FIDX","S",0.00,6.00710,0.55530,11.07700,0.00000,17.639,0.000,6.00710,0.55530,11.07700,0.00000,17.639,0.000,6.00710,11.07700,0.55530,0.00000,0.11100,17.75,0.00,"M"
"056542-ROUGH","CELL, ELE 3, 10X ALTAIR","FIDX","S",9.00,6.00710,0.55530,11.07700,0.00000,17.639,0.000,6.00710,0.55530,11.07700,0.00000,17.639,0.000,6.00710,11.07700,0.55530,0.00000,0.11100,17.75,159.75,"M"
"056543-ROUGH","CELL, ELE 4, 10X ALTAIR","FIDX","S",0.00,4.97000,0.87750,10.28520,0.00000,16.133,0.000,5.02210,0.86550,10.30820,0.00000,16.196,0.000,5.02210,10.30820,0.86550,0.00000,0.17310,16.37,0.00,"M"
"056543-ROUGH","CELL, ELE 4, 10X ALTAIR","FIDX","S",6.00,4.97000,0.87750,10.28520,0.00000,16.133,0.000,5.02210,0.86550,10.30820,0.00000,16.196,0.000,5.02210,10.30820,0.86550,0.00000,0.17310,16.37,98.21,"M"
"056544-ROUGH","CELL, ELE 5, 10X ALTAIR","FIDX","S",0.00,4.56790,0.61810,9.77260,0.00000,14.959,0.000,4.56790,0.61810,9.77260,0.00000,14.959,0.000,4.56790,9.77260,0.61810,0.00000,0.12360,15.08,0.00,"M"
"056544-ROUGH","CELL, ELE 5, 10X ALTAIR","FIDX","S",3.00,4.56790,0.61810,9.77260,0.00000,14.959,0.000,4.56790,0.61810,9.77260,0.00000,14.959,0.000,4.56790,9.77260,0.61810,0.00000,0.12360,15.08,45.25,"M"
"056554","SPACER, APERTURE, 10X ALTAIR","FIDX","S",0.00,1.35680,0.14940,1.71020,0.81450,4.031,0.000,1.35680,0.14940,1.71020,0.81450,4.031,0.000,1.35680,1.71020,0.14940,0.81450,0.03000,4.06,0.00,"M"
"056554","SPACER, APERTURE, 10X ALTAIR","FIDX","S",5.00,1.35680,0.14940,1.71020,0.81450,4.031,0.000,1.35680,0.14940,1.71020,0.81450,4.031,0.000,1.35680,1.71020,0.14940,0.81450,0.03000,4.06,20.30,"M"
"056556","RETAINER, APERTURE, 10X ALTAIR","FIDX","S",0.00,2.92850,0.14790,2.99560,0.75000,6.822,0.000,2.92850,0.14790,2.99560,0.75000,6.822,0.000,2.92850,2.99560,0.14790,0.75000,0.02960,6.85,0.00,"M"
"056556","RETAINER, APERTURE, 10X ALTAIR","FIDX","S",5.00,2.92850,0.14790,2.99560,0.75000,6.822,0.000,2.92850,0.14790,2.99560,0.75000,6.822,0.000,2.92850,2.99560,0.14790,0.75000,0.02960,6.85,34.26,"M"
"05656-013-00","WASHER  -CANCELLED-","FIN","A",0.00,0.00000,0.00000,114.40000,0.00000,114.400,0.000,0.00000,0.00000,114.40000,0.00000,114.400,0.000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00,0.00,"M"
"05656-124-00","WASHER","FIN","A",0.00,0.00000,0.00000,10.42000,0.00000,10.420,0.000,0.00000,0.00000,10.42000,0.00000,10.420,0.000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00,0.00,"M"
"05713-095-00","Ring, retaining, external, 1.088 OD","FIN","A",0.00,0.00000,0.70000,0.00000,0.00000,0.700,0.000,0.00000,0.70000,0.00000,0.00000,0.700,0.000,0.00000,0.00000,0.70000,0.00000,0.00000,0.70,0.00,"P"
"05713-096-00","Ring, retaining, external, 1.300 OD","FIN","A",0.00,0.00000,0.40000,0.00000,0.00000,0.400,0.000,0.00000,0.40000,0.00000,0.00000,0.400,0.000,0.00000,0.00000,0.40000,0.00000,0.00000,0.40,0.00,"P"
"05718-290-00","PLATE CVR","FIN","A",0.00,0.00000,0.00000,0.00000,0.00000,0.000,0.000,9.96140,8.05000,32.84190,0.00000,50.853,0.000,0.00000,0.00000,8.05000,0.00000,0.00000,8.05,0.00,"M"
"05718-317-00","PLATE","FIN","A",0.00,0.00000,0.00000,45.17000,0.00000,45.170,0.000,0.00000,0.00000,45.17000,0.00000,45.170,0.000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00,0.00,"M"
"057741","BARREL, LENS","FIDX","S",0.00,38.19400,24.51400,66.33070,103.39600,232.435,0.000,37.25500,23.59640,64.62430,92.61090,218.087,0.000,37.25500,64.62430,23.59640,92.61090,4.71920,222.81,0.00,"M"
"058902","BARREL, OBJ LENS(101-0007)","FIDX","S",0.00,8.63360,1.75630,17.59930,2.20000,30.189,0.000,8.87170,1.95700,18.07120,2.18180,31.082,0.000,8.87170,18.07120,1.95700,2.18180,0.29560,31.38,0.00,"M"
"058902","BARREL, OBJ LENS(101-0007)","FIDX","S",6.00,8.63360,1.75630,17.59930,2.20000,30.189,0.000,8.87170,1.95700,18.07120,2.18180,31.082,0.000,8.87170,18.07120,1.95700,2.18180,0.29560,31.38,188.26,"M"
"058903","RETAINER, FILTER NUT (101-0008)","FIDX","S",0.00,0.00000,0.00000,0.00000,0.00000,0.000,0.000,1.31580,0.17050,3.10260,0.59650,5.185,0.000,1.31580,3.10260,0.17050,0.59650,0.03410,5.22,0.00,"M"
"058903","RETAINER, FILTER NUT (101-0008)","FIDX","S",23.00,0.00000,0.00000,0.00000,0.00000,0.000,0.000,1.31580,0.17050,3.10260,0.59650,5.185,0.000,1.31580,3.10260,0.17050,0.59650,0.03410,5.22,120.05,"M"
"058904","RETAINER, LENS STACK, HYPERMED","FIDX","S",0.00,1.39460,0.03780,2.96900,0.60000,5.001,0.000,1.39460,0.03780,2.96900,0.60000,5.001,0.000,1.39460,2.96900,0.03780,0.60000,0.00760,5.01,0.00,"M"
"058904","RETAINER, LENS STACK, HYPERMED","FIDX","S",23.00,1.39460,0.03780,2.96900,0.60000,5.001,0.000,1.39460,0.03780,2.96900,0.60000,5.001,0.000,1.39460,2.96900,0.03780,0.60000,0.00760,5.01,115.21,"M"
"058905","SPACER 1, HYPERMED","FIDX","S",0.00,1.02210,0.01770,0.97380,0.60390,2.618,0.000,1.02210,0.01770,0.97380,0.60390,2.618,0.000,1.02210,0.97380,0.01770,0.60390,0.00350,2.62,0.00,"M"
"058905","SPACER 1, HYPERMED","FIDX","S",4.00,1.02210,0.01770,0.97380,0.60390,2.618,0.000,1.02210,0.01770,0.97380,0.60390,2.618,0.000,1.02210,0.97380,0.01770,0.60390,0.00350,2.62,10.48,"M"
"058906","SPACER 2, HYPERMED","FIDX","S",0.00,0.64760,0.01710,0.79410,0.60000,2.059,0.000,0.64760,0.01710,0.79410,0.60000,2.059,0.000,0.64760,0.79410,0.01710,0.60000,0.00340,2.06,0.00,"M"
"058906","SPACER 2, HYPERMED","FIDX","S",9.00,0.64760,0.01710,0.79410,0.60000,2.059,0.000,0.64760,0.01710,0.79410,0.60000,2.059,0.000,0.64760,0.79410,0.01710,0.60000,0.00340,2.06,18.56,"M"
"058907","SPACER 3, HYPERMED","FIDX","S",0.00,0.62360,0.05840,0.59870,0.60000,1.881,0.000,0.62360,0.05840,0.59870,0.60000,1.881,0.000,0.62360,0.59870,0.05840,0.60000,0.01170,1.89,0.00,"M"
"058907","SPACER 3, HYPERMED","FIDX","S",11.00,0.62360,0.05840,0.59870,0.60000,1.881,0.000,0.62360,0.05840,0.59870,0.60000,1.881,0.000,0.62360,0.59870,0.05840,0.60000,0.01170,1.89,20.82,"M"
"058908","SPACER 4, HYPERMED","FIDX","S",0.00,2.06090,0.01770,1.95880,0.61170,4.649,0.000,2.06090,0.01770,1.95880,0.61170,4.649,0.000,2.06090,1.95880,0.01770,0.61170,0.00350,4.65,0.00,"M"
"058908","SPACER 4, HYPERMED","FIDX","S",4.00,2.06090,0.01770,1.95880,0.61170,4.649,0.000,2.06090,0.01770,1.95880,0.61170,4.649,0.000,2.06090,1.95880,0.01770,0.61170,0.00350,4.65,18.61,"M"
"058909","SPACER 5, HYPERMED","FIDX","S",0.00,0.70470,0.06070,0.81900,0.59230,2.177,0.000,0.70470,0.06070,0.81900,0.59230,2.177,0.000,0.70470,0.81900,0.06070,0.59230,0.01210,2.19,0.00,"M"
"058909","SPACER 5, HYPERMED","FIDX","S",5.00,0.70470,0.06070,0.81900,0.59230,2.177,0.000,0.70470,0.06070,0.81900,0.59230,2.177,0.000,0.70470,0.81900,0.06070,0.59230,0.01210,2.19,10.94,"M"
"058911","CHASSIS, PRISM (101-0001)","FIDX","S",0.00,35.12420,11.26130,65.89590,3.20430,115.486,0.000,34.78610,11.11400,65.25400,3.19490,114.349,0.000,34.78610,65.25400,11.11400,3.19490,2.09510,116.44,0.00,"M"
"058911","CHASSIS, PRISM (101-0001)","FIDX","S",8.00,35.12420,11.26130,65.89590,3.20430,115.486,0.000,34.78610,11.11400,65.25400,3.19490,114.349,0.000,34.78610,65.25400,11.11400,3.19490,2.09510,116.44,931.55,"M"
"058912","CHASSIS BASE, HYPERMED","FIDX","S",0.00,2.10720,1.11670,7.60500,1.25000,12.079,0.000,2.12640,1.11550,7.61030,1.25180,12.104,0.000,2.12640,7.61030,1.11550,1.25180,0.22320,12.33,0.00,"M"
"058912","CHASSIS BASE, HYPERMED","FIDX","S",17.00,2.10720,1.11670,7.60500,1.25000,12.079,0.000,2.12640,1.11550,7.61030,1.25180,12.104,0.000,2.12640,7.61030,1.11550,1.25180,0.22320,12.33,209.56,"M"
"058913","CHASIS LID, HYPERMED","FIDX","S",0.00,1.13440,0.55530,3.96090,1.26250,6.913,0.000,1.17510,0.55510,3.99280,1.26230,6.985,0.000,1.17510,3.99280,0.55510,1.26230,0.11110,7.10,0.00,"M"
"058913","CHASIS LID, HYPERMED","FIDX","S",12.00,1.13440,0.55530,3.96090,1.26250,6.913,0.000,1.17510,0.55510,3.99280,1.26230,6.985,0.000,1.17510,3.99280,0.55510,1.26230,0.11110,7.10,85.16,"M"
"058921","HOLDER, FILTER (101-0014)","FIDX","S",0.00,8.52460,0.11460,13.71590,2.95460,25.310,0.000,8.52460,0.11460,13.71590,2.95460,25.310,0.000,8.52460,13.71590,0.11460,2.95460,0.02270,25.33,0.00,"M"
"058921","HOLDER, FILTER (101-0014)","FIDX","S",4.00,8.52460,0.11460,13.71590,2.95460,25.310,0.000,8.52460,0.11460,13.71590,2.95460,25.310,0.000,8.52460,13.71590,0.11460,2.95460,0.02270,25.33,101.33,"M"
"059524","Mask_MP0021-D6120","FIDX","S",0.00,34.92910,15.52410,137.42410,14.25000,202.127,0.000,34.92910,15.52410,137.42410,14.25000,202.127,0.000,34.92910,137.42410,15.52410,14.25000,3.10500,205.23,0.00,"M"
"059524","Mask_MP0021-D6120","FIDX","S",2.00,34.92910,15.52410,137.42410,14.25000,202.127,0.000,34.92910,15.52410,137.42410,14.25000,202.127,0.000,34.92910,137.42410,15.52410,14.25000,3.10500,205.23,410.46,"M"
"059544","Locking Screw_MP0021-D3230_0","FIDX","S",0.00,0.00000,51.10000,0.00000,3.25000,54.350,0.000,0.00000,51.10000,0.00000,3.25000,54.350,0.000,0.00000,0.00000,51.10000,3.25000,0.00000,54.35,0.00,"M"
"059544","Locking Screw_MP0021-D3230_0","FIDX","S",20.00,0.00000,51.10000,0.00000,3.25000,54.350,0.000,0.00000,51.10000,0.00000,3.25000,54.350,0.000,0.00000,0.00000,51.10000,3.25000,0.00000,54.35,1,087.00,"M"
"06-0030","Wieder Tongue Blade, Small","FIN","S",0.00,46.00000,46.00000,0.00000,0.00000,92.000,0.000,46.00000,46.00000,0.00000,0.00000,92.000,0.000,46.00000,0.00000,46.00000,0.00000,0.00000,92.00,0.00,"M"
"06-0030","Wieder Tongue Blade, Small","FIN","S",0.00,46.00000,46.00000,0.00000,0.00000,92.000,0.000,46.00000,46.00000,0.00000,0.00000,92.000,0.000,46.00000,0.00000,46.00000,0.00000,0.00000,92.00,0.00,"M"
"06-0032","Wieder Tongue Blade, Large","FIN","S",0.00,46.00000,46.00000,0.00000,0.00000,92.000,0.000,46.00000,46.00000,0.00000,0.00000,92.000,0.000,46.00000,0.00000,46.00000,0.00000,0.00000,92.00,0.00,"M"
"06-0032","Wieder Tongue Blade, Large","FIN","S",0.00,46.00000,46.00000,0.00000,0.00000,92.000,0.000,46.00000,46.00000,0.00000,0.00000,92.000,0.000,46.00000,0.00000,46.00000,0.00000,0.00000,92.00,0.00,"M"
