"Job","PO","Name","Line","Description","Part Num","Supplier Qty","Promise Date","Due Date","UOM","Supplier UOM","Buyer ID","CommentText"
"",706701,"DERRON SURGICAL INSTRUMENTS, INC.",2,"DERRON SURGICAL:34-210 (SUCTION LIGATOR, STRAIGHT.)","34-210",5.00,,12/31/2025 12:00:00 AM,"EA","EA","agarcia",""
"",706715,"Weco Manufacturing",1,"BEAM DUMP, FAI / QUALIFICATION","063539",50.00,,2/9/2026 12:00:00 AM,"EA","EA","agarcia","PLEASE INCLUDE A 1PC FIRST ARTICLE INSPECTION REPORT WITH THIS DELIVERY"
"",706715,"Weco Manufacturing",2,"BEAM DUMP","063539",200.00,,3/10/2026 12:00:00 AM,"EA","EA","agarcia",""
"",706726,"Snow Metal Products LLC",1,"304L  -  True Bar  -  1/4"" x 3/4"" R/L (1 foot)
Typically purchased in 12+ foot lengths","SSB-304L-0.25x0.75x1",1.00,,12/12/2025 12:00:00 AM,"EA","EA","agarcia","304L - True Bar - 1/4"" x 3/4"" x 144” R/L"
"",706744,"DMG MORI USA INC",1,"25-634-365050-001-NH401HL2659-Weco Manufacturing Group","SERVICE",1.00,,1/5/2026 12:00:00 AM,"EA","EA","agarcia","pallets aren’t turning in the second portion of the machine

FOR SCHEDULING ONLY - WILL REVISE UPON SERVICE

•	We require 40 hours labor minimum on the initial PO which is roughly $8,800.00 - hotels, meals, tolls, supplies, etc. will be charged as per the attached rate sheet.
•	PO must be written for Service not Parts. Please include Machine Information (serial #) on PO.
•	Net Terms – 30 Days unless otherwise specified in contract terms.
•	You will only be invoiced the total amount of service rendered, be it more or less than the amount of the PO.
•	Where applicable, service will be progressively billed at the completion of individual service visits."
"",706762,"Rexel USA, Inc. dba Horizon Solutions Corp.",1,"MAINTAINED SPST ON-OFF - P/N 410047","NSI 77140RQ ROCKER SWITCH",2.00,,1/9/2026 12:00:00 AM,"EA","EA","agarcia",""
"",706791,"MSC Industrial Supply Co.",1,"Abrasive Belt: 3/8"" Wide, 24"" OAL, 80 Grit, Aluminum Oxide
Coated, Medium Grade, X Weighted, Dry
MSC# 85559805 Mfr# 7042 Ordered as: 85559805","85559805",20.00,,4/15/2026 12:00:00 AM,"EA","EA","agarcia",""
"",706791,"MSC Industrial Supply Co.",2,"Hand Sanding Pad: Non-Woven, Aluminum Oxide, Super Fine Grade, Maroon
6"" Wide, 9"" Long, Rectangle, Series 747
MSC# 70537741 Mfr# 66261074700 Ordered as: 70537741","70537741",60.00,,1/9/2026 12:00:00 AM,"EA","EA","agarcia",""
"",706791,"MSC Industrial Supply Co.",3,"Button Socket Cap Screw: #10-32, 3/4"" Length Under Head, Alloy Steel, Black Oxide
1/8"" Drive, Hex Socket Drive, ANSI/ASME B18.3 & ASTM F835
MSC# 60589082 Mfr# 10F75KBC Ordered as: 60589082","60589082",200.00,,1/12/2026 12:00:00 AM,"EA","EA","agarcia",""
"",706802,"TEMPCO MANUFACTURING",1,"HILL FERGUSON SCOOP- SMALL.","22101",50.00,,1/30/2026 12:00:00 AM,"EA","EA","agarcia","Quote 108642"
"",706802,"TEMPCO MANUFACTURING",2,"HILL FERGUSON SCOOP- MEDIUM.","22100",50.00,,1/30/2026 12:00:00 AM,"EA","EA","agarcia","Quote 108641"
"043288-1-1",706805,"Solar Atmospheres of Western PA",1,"SEALING RING","VTOT10116",4010.00,,1/30/2026 12:00:00 AM,"EA","EA","agarcia","Heat treat per pint spec
Certs required.

P-3"
"043288-1-1",706805,"Solar Atmospheres of Western PA",2,"VTOT10116 SEALING RING - Grain Size testing","Grain Testing",1.00,,1/30/2026 12:00:00 AM,"EA","EA","agarcia","Heat treat per pint spec
Certs required.

P-3"
"",706809,"DERRON SURGICAL INSTRUMENTS, INC.",1,"DERRON SURGICAL:34-32 (MEDIUM SAWYER RETRACTOR.)","34-32",3.00,,1/30/2026 12:00:00 AM,"EA","EA","agarcia",""
"",706812,"DERRON SURGICAL INSTRUMENTS, INC.",1,"DERRON SURGICAL:34-214 (SUCTION LIGATOR, ANGLED DOWN.)","34-214",3.00,,2/9/2026 12:00:00 AM,"EA","EA","agarcia",""
"",706819,"Centerless Technology, Inc.",1,".3120 ± .0003"" Ø  C10100 GROUND Copper Rod","CUCG-10100-.3120 DIA",720.00,,2/17/2026 12:00:00 AM,"IN","IN","agarcia",""
"",706821,"Abrasive-Tool Corp.",1,"PMC 13/16-32 2B GO/NO-GO TAPERLOCK WORK PLUG ASSEMBLY","9268267",1.00,,2/10/2026 12:00:00 AM,"EA","EA","agarcia",""
"043334-1-1",706834,"Tompkins Metal Finishing, Inc.",1,"Seal Plate","016-111-1013",221.00,,2/3/2026 12:00:00 AM,"EA","EA","agarcia","Substrate: 6061-T6
Plating: Anodize Type II, Class 1, Clear

Certs required

**plate these to the low if possible"
"",706836,"Nifty Bar Grinding & Cutting Solutions, Inc.",1,"A36 hot rolled steel          
Torch cut edges
Blanchard grind top and bottom to 1.000 +0.005 -0.005","WEC_1.000X14.0X27.0 A36 1.000 x 14.000 x 27.000",9.00,,2/6/2026 12:00:00 AM,"EA","EA","agarcia",""
"",706839,"EFINEA",1,"1.25"" Ø KOVAR ROD             
ANNEALED, GROUND, ASTM-F15","KOR-F15-1.25 DIA",144.00,,2/4/2026 12:00:00 AM,"IN","IN","agarcia",""
"",706841,"Snow Metal Products LLC",1,"304L Stainless Steel Round 4.0"" Diameter","304-SS-RO-4.000 DIA",24.00,,2/2/2026 12:00:00 AM,"IN","IN","agarcia",""
"",706842,"MSC Industrial Supply Co.",1,"1 Lb. Black Paste Flux        

Jar Container

MSC# 48506026

Mfr# SSBF1

Ordered as Part #: 48506026

Big Book# 1142","48506026",5.00,,1/30/2026 12:00:00 AM,"EA","EA","agarcia","To Kathy"
"",706843,"MSC Industrial Supply Co.",1,"Threadlocker: Blue, Liquid, 50 mL, Bottle - Medium Strength, 360 ° F Max, Series 243","43242973",1.00,,2/2/2026 12:00:00 AM,"EA","EA","agarcia","Richard"
"",706843,"MSC Industrial Supply Co.",2,"Kennametal                    
Turning Insert: CCGT21505LF KC5010, Carbide - TiAlN Finish, Neutral, 6.45 mm Long, 80.00 deg C - Diamond (Rhombic) 80-Deg, Series Screw-On
MSC# 04216594
MFR# 1310718","04216594",5.00,,2/2/2026 12:00:00 AM,"EA","EA","agarcia","Jeff"
"",706843,"MSC Industrial Supply Co.",3,"3M                            
Deburring Disc: 6"" Dia, 1/2"" Hole, Very Fine Grade, Aluminum Oxide - Arbor Mount, Maroon, 4000 Max RPM
MSC# 00490151
MFR# 7100096111","00490151",20.00,,2/2/2026 12:00:00 AM,"EA","EA","agarcia","Tom"
"",706844,"MSC Industrial Supply Co.",1,"Chamfer Mill: 1/4"" Dia, 1/4"" Shank Dia, 90 deg, 2 Flute, Solid Carbide, Double End
2-1/2"" OAL, Bright/Uncoated
MSC# 09550211 Mfr# 2500007 Ordered as: 09550211","09550211",4.00,,2/3/2026 12:00:00 AM,"EA","EA","agarcia","Bill"
"",706240,"Innofiber LLC",1,"FIBER OPTIC CABLE- 3.5MM DIAMETER, 120"" LONG. LASER MARKED WITH ESI LOGO, PART NUMBER 01-0350-10, FIBEROPTIC COMPONENTS JOB NUMBER.","IF.136-120SIL(ACMI)NEW",25.00,,8/6/2025 12:00:00 AM,"EA","EA","tstory","Line #1 PN 03606 with a black strains"
"",706240,"Innofiber LLC",2,"FIBER OPTIC CABLE- 5MM DIAMETER, 120"" LONG. LASER MARKED WITH ESI LOGO, PART NUMBER 01-0500-10, FIBEROPTIC COMPONENTS JOB NUMBER.","IF.196-120SIL(ACMI)",25.00,,10/3/2025 12:00:00 AM,"EA","EA","tstory","Line #3 PN 03612 with blue strain reliefs."
"",706240,"Innofiber LLC",3,"5.0MM DIAMETER FIBER OPTIC CABLE- 90"" LONG.  LASER MARKED WITH ESI LOGO, PART NUMBER 01-0500, FIBEROPTIC COMPONENTS JOB NUMBER. IF.196-90SIL (ACMI)","IF.196-90SIL(ACMI)",25.00,,10/3/2025 12:00:00 AM,"EA","EA","tstory","Line #4 PN 03611 with blue strain reliefs."
"",706240,"Innofiber LLC",4,"5.0MM REINFORCED CABLE, 90"" LONG. ACMI ENDS. LASER MARKED WITH ESI LOGO, PART NUMBER 01-0011, FIBEROPTIC COMPONENTS JOB NUMBER.","IF.196-90SLM(ACMI)",25.00,,10/3/2025 12:00:00 AM,"EA","EA","tstory","Line #5 PN 03839 with blue strain reliefs."
"",706799,"Alliance Door",1,"Furnish & Install - Take down existing 12' x 14' -6"" sectional garage door","12'-0""w x 14'-6""h Raynor TM175",1.00,,2/20/2026 12:00:00 AM,"EA","EA","tstory","Commercial 1-3/4"" Polyurethane Insulated Steel Door
R-value 16.4, no windows, full perimeter seals
102"" High lift tracks 2"" reverse angle mounted to steel jambs
10,000 cycle springs, solid shaft, white in color
Reconnect to existing operator"
"",706828,"Forkardt Hardinge",1,"No Charge per Richard","Repair on a FlexC 65 1 ½” collet",1.00,,1/30/2026 12:00:00 AM,"EA","EA","tstory",""
"",706109,"Weco Manufacturing",1,"CONTAINER BODY","TS1240",3.00,,10/14/2025 12:00:00 AM,"EA","EA","agarcia",""
"",706109,"Weco Manufacturing",2,"LATCH ASSY, LH","TS7005LH",9.00,,10/14/2025 12:00:00 AM,"EA","EA","agarcia",""
"",706109,"Weco Manufacturing",3,"LATCH ASSY, RH","TS7005RH",9.00,,10/14/2025 12:00:00 AM,"EA","EA","agarcia",""
"",706109,"Weco Manufacturing",4,"INNER DOOR SCREEN","TS1260-01",3.00,,10/14/2025 12:00:00 AM,"EA","EA","agarcia",""
"",706109,"Weco Manufacturing",5,"ALIGNMENT PIN","TS7003",6.00,,10/14/2025 12:00:00 AM,"EA","EA","agarcia",""
"",706109,"Weco Manufacturing",6,"OUTER DOOR ASSEMBLY","TS1270",3.00,,10/14/2025 12:00:00 AM,"EA","EA","agarcia",""
"",706109,"Weco Manufacturing",7,"LATCH POST ASSY, LH","TS7004LH",9.00,,10/14/2025 12:00:00 AM,"EA","EA","agarcia",""
"",706109,"Weco Manufacturing",8,"LATCH POST ASSY, RH","TS7004RH",9.00,,10/14/2025 12:00:00 AM,"EA","EA","agarcia",""
"",706153,"Package Design & Supply Acquisition Inc.",1,"11 7/8 x 11 7/8  CORRUGATED PADS","S-2439",200.00,,5/29/2025 12:00:00 AM,"EA","EA","agarcia",""
"",706153,"Package Design & Supply Acquisition Inc.",2,"12 x 12 x 12"" 275 lb Double Wall Corrugated Boxes","S-4712",15.00,,5/29/2025 12:00:00 AM,"EA","EA","agarcia",""
"",706153,"Package Design & Supply Acquisition Inc.",3,"12 x 10 x 10"" 275lbDouble wall corrugated boxes 15/bundle","S-18182",15.00,,5/29/2025 12:00:00 AM,"EA","EA","agarcia",""
"",706153,"Package Design & Supply Acquisition Inc.",4,"10 x 10 x 6"" 275 lb Double Wall Corrugated Boxes 15/bundle","S-20409",15.00,,5/29/2025 12:00:00 AM,"EA","EA","agarcia",""
"",706153,"Package Design & Supply Acquisition Inc.",5,"12 x12 5.6 32 ECT","9 CAV LG",100.00,,6/13/2025 12:00:00 AM,"EA","EA","agarcia",""
"",706296,"Five Star Tool Co., Inc.",1,"CARB ENDMILL","#13 DEG",10.00,7/25/2025 12:00:00 AM,7/25/2025 12:00:00 AM,"EA","EA","agarcia",""
"",706296,"Five Star Tool Co., Inc.",2,"CARB SPOT DRILL","#3-100056",4.00,7/25/2025 12:00:00 AM,7/25/2025 12:00:00 AM,"EA","EA","agarcia",""
"",706296,"Five Star Tool Co., Inc.",3,"CARB SPOT DRILL","#.068",4.00,7/25/2025 12:00:00 AM,7/25/2025 12:00:00 AM,"EA","EA","agarcia",""
"",706733,"MOTZ GmbH",1,"INSTRUMENT HANDLE FOR HILL FERGUSON RETRACTORS (Motz 245)","245 HANDLE",300.00,,2/27/2026 12:00:00 AM,"EA","EA","agarcia","Ref-No.: MH-02
stainless steel handle

300 pcs @ 9.84 ea
Surcharge @ 162
OFFER NO. 2500181"
"",706734,"Jackson Welding Supply Co., Inc.",1,"1 Year Lease","ARGT-012",1.00,,12/12/2025 12:00:00 AM,"EA","EA","tstory",""
"",706734,"Jackson Welding Supply Co., Inc.",2,"1 year lease","C25T-012",1.00,,12/12/2025 12:00:00 AM,"EA","EA","tstory",""
